bin,predicted,observed,games,Gender,block,model
6,0.6458078643135933,0.6521739130434783,23,W,pooled_common,hist_calibrated
7,0.747674362151655,0.6666666666666666,18,W,pooled_common,hist_calibrated
8,0.8630549772377294,0.7547169811320755,53,W,pooled_common,hist_calibrated
9,0.9428319748070612,0.9555555555555556,45,W,pooled_common,hist_calibrated
0,0.0653895087447385,0.0,40,W,pooled_common,hist_raw
1,0.14166930854390825,0.12121212121212122,33,W,pooled_common,hist_raw
2,0.24231246800448522,0.13333333333333333,30,W,pooled_common,hist_raw
3,0.34555291632945423,0.5454545454545454,22,W,pooled_common,hist_raw
4,0.44085606889033485,0.38461538461538464,26,W,pooled_common,hist_raw
5,0.5669268843739079,0.6428571428571429,28,W,pooled_common,hist_raw
6,0.651910884217879,0.6521739130434783,23,W,pooled_common,hist_raw
7,0.7430898887514897,0.7,20,W,pooled_common,hist_raw
8,0.866452216185277,0.7924528301886793,53,W,pooled_common,hist_raw
9,0.9331792907764818,0.95,40,W,pooled_common,hist_raw
0,0.051096835120536026,0.0,43,W,pooled_common,lightgbm_calibrated
1,0.14420399752773788,0.125,40,W,pooled_common,lightgbm_calibrated
2,0.2563184845696169,0.18181818181818182,22,W,pooled_common,lightgbm_calibrated
3,0.34693865341925767,0.4782608695652174,23,W,pooled_common,lightgbm_calibrated
4,0.44319823016747395,0.48,25,W,pooled_common,lightgbm_calibrated
5,0.5700098120706031,0.7,20,W,pooled_common,lightgbm_calibrated
6,0.6412477682702286,0.625,24,W,pooled_common,lightgbm_calibrated
7,0.7516224425237675,0.75,20,W,pooled_common,lightgbm_calibrated
8,0.8650696616219766,0.7169811320754716,53,W,pooled_common,lightgbm_calibrated
9,0.9459522460994609,0.9555555555555556,45,W,pooled_common,lightgbm_calibrated
0,0.06564641478463687,0.0,41,W,pooled_common,lightgbm_raw
1,0.14620844864870466,0.11764705882352941,34,W,pooled_common,lightgbm_raw
2,0.2471350904152558,0.16666666666666666,30,W,pooled_common,lightgbm_raw
3,0.3485035808626406,0.55,20,W,pooled_common,lightgbm_raw
4,0.44222733785515056,0.42857142857142855,28,W,pooled_common,lightgbm_raw
5,0.5691294566566566,0.6666666666666666,24,W,pooled_common,lightgbm_raw
6,0.6493774703767649,0.6666666666666666,24,W,pooled_common,lightgbm_raw
7,0.7449193163295761,0.6818181818181818,22,W,pooled_common,lightgbm_raw
8,0.8686905094078462,0.7547169811320755,53,W,pooled_common,lightgbm_raw
9,0.9343263398018317,0.9743589743589743,39,W,pooled_common,lightgbm_raw
0,0.029718857057892695,0.018518518518518517,54,W,pooled_common,logistic_calibrated
1,0.14561910516115348,0.06896551724137931,29,W,pooled_common,logistic_calibrated
2,0.24507258557075107,0.3333333333333333,24,W,pooled_common,logistic_calibrated
3,0.35883010674785754,0.38095238095238093,21,W,pooled_common,logistic_calibrated
4,0.4481526757700336,0.4583333333333333,24,W,pooled_common,logistic_calibrated
5,0.5423229316656444,0.5625,16,W,pooled_common,logistic_calibrated
6,0.6491385163033895,0.8823529411764706,17,W,pooled_common,logistic_calibrated
7,0.7569534151559776,0.6190476190476191,21,W,pooled_common,logistic_calibrated
8,0.851239378093024,0.7435897435897436,39,W,pooled_common,logistic_calibrated
9,0.9628480669661337,0.8714285714285714,70,W,pooled_common,logistic_calibrated
0,0.037927603971801824,0.02040816326530612,49,W,pooled_common,logistic_raw
1,0.14461730681056312,0.06451612903225806,31,W,pooled_common,logistic_raw
2,0.24626803999952493,0.28,25,W,pooled_common,logistic_raw
3,0.3602880956656648,0.42857142857142855,21,W,pooled_common,logistic_raw
4,0.44876522010445086,0.4230769230769231,26,W,pooled_common,logistic_raw
5,0.5440885271937071,0.5882352941176471,17,W,pooled_common,logistic_raw
6,0.647086937290189,0.9,20,W,pooled_common,logistic_raw
7,0.7567981999810685,0.5,32,W,pooled_common,logistic_raw
8,0.8508097703364899,0.75,32,W,pooled_common,logistic_raw
9,0.9620886927807558,0.9516129032258065,62,W,pooled_common,logistic_raw
0,0.059949883769234415,0.0,55,W,pooled_common,seed_calibrated
1,0.12921791589822298,0.2,25,W,pooled_common,seed_calibrated
2,0.23056717991356934,0.2,25,W,pooled_common,seed_calibrated
3,0.32451600985826545,0.5263157894736842,19,W,pooled_common,seed_calibrated
4,0.4347581881638549,0.4827586206896552,29,W,pooled_common,seed_calibrated
5,0.5562000412134687,0.5277777777777778,36,W,pooled_common,seed_calibrated
6,0.6833126597570425,0.8571428571428571,21,W,pooled_common,seed_calibrated
7,0.7462808469494708,0.7142857142857143,35,W,pooled_common,seed_calibrated
8,0.8645769105217475,0.75,32,W,pooled_common,seed_calibrated
9,0.9581991169019713,0.9736842105263158,38,W,pooled_common,seed_calibrated
0,0.07779724322061651,0.0,15,W,pooled_common,seed_raw
1,0.16087650907219667,0.045454545454545456,44,W,pooled_common,seed_raw
2,0.253872586965775,0.1891891891891892,37,W,pooled_common,seed_raw
3,0.358105410692829,0.4,25,W,pooled_common,seed_raw
4,0.4515410976107932,0.46875,32,W,pooled_common,seed_raw
5,0.5388602166767402,0.5405405405405406,37,W,pooled_common,seed_raw
6,0.6454063167780802,0.7083333333333334,48,W,pooled_common,seed_raw
7,0.7581337323943995,0.8235294117647058,34,W,pooled_common,seed_raw
8,0.8384552140580838,0.8888888888888888,18,W,pooled_common,seed_raw
9,0.9199257788537054,1.0,25,W,pooled_common,seed_raw
0,0.05348391969090648,0.0,48,W,pooled_common,xgboost_calibrated
1,0.14703731083734478,0.16129032258064516,31,W,pooled_common,xgboost_calibrated
2,0.25417961957662,0.17391304347826086,23,W,pooled_common,xgboost_calibrated
3,0.3421830648132113,0.43478260869565216,23,W,pooled_common,xgboost_calibrated
4,0.450123457253727,0.4444444444444444,27,W,pooled_common,xgboost_calibrated
5,0.567823483473795,0.6153846153846154,26,W,pooled_common,xgboost_calibrated
6,0.6414336173234737,0.7368421052631579,19,W,pooled_common,xgboost_calibrated
7,0.7509249392771771,0.75,20,W,pooled_common,xgboost_calibrated
8,0.8573941770854385,0.7307692307692307,52,W,pooled_common,xgboost_calibrated
9,0.9485724087920354,0.9347826086956522,46,W,pooled_common,xgboost_calibrated
0,0.06171975160638491,0.0,39,W,pooled_common,xgboost_raw
1,0.14863094076928166,0.1111111111111111,36,W,pooled_common,xgboost_raw
2,0.2523517216797228,0.18518518518518517,27,W,pooled_common,xgboost_raw
3,0.34242203682661054,0.45,20,W,pooled_common,xgboost_raw
4,0.4479219888647397,0.43333333333333335,30,W,pooled_common,xgboost_raw
5,0.567755148311456,0.6,30,W,pooled_common,xgboost_raw
6,0.6443161610513926,0.8125,16,W,pooled_common,xgboost_raw
7,0.7454170835790811,0.6296296296296297,27,W,pooled_common,xgboost_raw
8,0.8603384757786989,0.78,50,W,pooled_common,xgboost_raw
9,0.9363850387278945,0.975,40,W,pooled_common,xgboost_raw
